CASE_NUMBER,DATE,VICTIMIZATION_PRIMARY,INCIDENT_PRIMARY,GUNSHOT_INJURY_I,COMMUNITY_AREA,STREET_OUTREACH_ORGANIZATION,AREA,DISTRICT,BEAT,AGE,SEX,RACE,VICTIMIZATION_IUCR_SECONDARY,MONTH,DAY_OF_WEEK,HOUR,LOCATION_DESCRIPTION
JE239468,5/23/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1133,20-29,F,BLK,AGGRAVATED - HANDGUN,5,1,1,STREET
HZ276995,5/23/16,BATTERY,BATTERY,YES,SOUTH SHORE,Claretian Associates South Shore,1,3,332,20-29,M,BLK,AGGRAVATED - HANDGUN,5,2,21,SIDEWALK
JE240300,5/23/21,BATTERY,HOMICIDE,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624,4,11,1133,30-39,M,BLK,AGGRAVATED - HANDGUN,5,1,19,STREET
JE241374,5/24/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,READI 60623,4,10,1013,20-29,M,BLK,AGGRAVATED - HANDGUN,5,2,17,SIDEWALK
JE241689,5/24/21,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,80+,F,BLK,AGGRAVATED - HANDGUN,5,2,21,SIDEWALK
JE241847,5/25/21,BATTERY,HOMICIDE,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1131,0-19,F,BLK,AGGRAVATED - HANDGUN,5,3,2,STREET
JE243057,5/26/21,BATTERY,HOMICIDE,YES,GREATER GRAND CROSSING,READI 60621 | Public Equity Englewood,1,7,731,20-29,M,BLK,AGGRAVATED - HANDGUN,5,4,1,APARTMENT
JE243057,5/26/21,BATTERY,HOMICIDE,YES,GREATER GRAND CROSSING,READI 60621 | Public Equity Englewood,1,7,731,0-19,M,BLK,AGGRAVATED - HANDGUN,5,4,1,APARTMENT
JE243057,5/26/21,BATTERY,HOMICIDE,YES,GREATER GRAND CROSSING,READI 60621 | Public Equity Englewood,1,7,731,0-19,M,BLK,AGGRAVATED - HANDGUN,5,4,1,APARTMENT
JE243927,5/26/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,724,20-29,M,BLK,AGGRAVATED - HANDGUN,5,4,18,STREET
JE243927,5/26/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,724,40-49,M,BLK,AGGRAVATED - HANDGUN,5,4,18,STREET
JE243927,5/26/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,724,40-49,M,BLK,AGGRAVATED - HANDGUN,5,4,18,STREET
JE244173,5/26/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,734,0-19,M,BLK,AGGRAVATED - HANDGUN,5,4,19,STREET
JE244181,5/26/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,0-19,M,BLK,AGGRAVATED - HANDGUN,5,4,22,STREET
JE244305,5/27/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,40-49,F,BLK,AGGRAVATED - HANDGUN,5,5,3,VEHICLE NON-COMMERCIAL
JE244307,5/27/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,30-39,M,BLK,AGGRAVATED - HANDGUN,5,5,4,SIDEWALK
JE244818,5/27/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1532,20-29,M,BLK,AGGRAVATED - HANDGUN,5,5,14,SIDEWALK
JE244898,5/27/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,50-59,M,WWH,AGGRAVATED - HANDGUN,5,5,15,SIDEWALK
JE244898,5/27/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,30-39,M,BLK,AGGRAVATED - HANDGUN,5,5,15,SIDEWALK
JE245883,5/28/21,BATTERY,BATTERY,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,30-39,M,BLK,AGGRAVATED - HANDGUN,5,6,14,STREET
JE246984,5/29/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1012,20-29,F,WWH,AGGRAVATED - HANDGUN,5,7,16,SIDEWALK
JE247220,5/29/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,724,20-29,M,BLK,AGGRAVATED - HANDGUN,5,7,20,STREET
HN787143,12/31/07,HOMICIDE,HOMICIDE,NO,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,0-19,M,BLK,FIRST DEGREE MURDER,12,2,22,STREET
JE247345,5/29/21,ROBBERY,ROBBERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,20-29,M,BLK,ARMED - HANDGUN,5,7,23,APARTMENT
JE247345,5/29/21,ROBBERY,ROBBERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,20-29,M,BLK,ARMED - HANDGUN,5,7,23,APARTMENT
JE247878,5/30/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1024,20-29,M,BLK,AGGRAVATED - HANDGUN,5,1,12,STREET
JE250593,6/1/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,0-19,M,BLK,AGGRAVATED - HANDGUN,6,3,23,APARTMENT
JE250593,6/1/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,30-39,F,BLK,AGGRAVATED - HANDGUN,6,3,23,APARTMENT
JE251161,6/2/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1021,20-29,M,BLK,AGGRAVATED - HANDGUN,6,4,13,SIDEWALK
JE251550,6/2/21,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,30-39,M,BLK,AGGRAVATED - HANDGUN,6,4,19,STREET
JE251978,6/3/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1132,0-19,M,BLK,AGGRAVATED - HANDGUN,6,5,7,STREET
JE252791,6/3/21,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,225,30-39,M,BLK,AGGRAVATED - HANDGUN,6,5,20,STREET
JE254283,6/5/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,READI 60623 | CRED West Side,4,10,1013,20-29,M,WWH,AGGRAVATED - HANDGUN,6,7,3,RESIDENCE
JE254283,6/5/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,READI 60623 | CRED West Side,4,10,1013,20-29,M,WWH,AGGRAVATED - HANDGUN,6,7,3,RESIDENCE
JE254300,6/5/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1012,0-19,M,BLK,AGGRAVATED - HANDGUN,6,7,3,RESIDENCE
JE254968,6/5/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,20-29,M,BLK,AGGRAVATED - HANDGUN,6,7,17,SIDEWALK
JE254983,6/5/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,724,20-29,M,BLK,AGGRAVATED - HANDGUN,6,7,18,STREET
JE255228,6/5/21,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,225,30-39,M,BLK,AGGRAVATED - HANDGUN,6,7,22,RESIDENCE - YARD (FRONT / BACK)
JE255391,6/6/21,BATTERY,BATTERY,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,7,711,20-29,M,BLK,AGGRAVATED - HANDGUN,6,1,2,STREET
JE255391,6/6/21,BATTERY,BATTERY,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,7,711,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,2,STREET
JE255486,6/6/21,BATTERY,BATTERY,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,7,711,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,4,SIDEWALK
JE255568,6/6/21,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,20-29,M,BLK,AGGRAVATED - HANDGUN,6,1,7,STREET
JE255568,6/6/21,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,20-29,M,BLK,AGGRAVATED - HANDGUN,6,1,7,STREET
JE255687,6/6/21,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,20-29,M,WWH,AGGRAVATED - HANDGUN,6,1,7,RESIDENCE - PORCH / HALLWAY
JE256221,6/6/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1512,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,19,STREET
JE256351,6/6/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1524,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,21,STREET
JE256351,6/6/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1524,30-39,F,BLK,AGGRAVATED - HANDGUN,6,1,21,STREET
JE257509,6/7/21,ROBBERY,ROBBERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,20-29,M,BLK,AGGRAVATED VEHICULAR HIJACKING,6,2,18,STREET
JE257596,6/7/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,20-29,M,BLK,AGGRAVATED - HANDGUN,6,2,20,STREET
JE257658,6/7/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,30-39,M,BLK,AGGRAVATED - HANDGUN,6,2,21,STREET
JE257774,6/7/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,724,20-29,M,BLK,AGGRAVATED - HANDGUN,6,2,22,STREET
JE258796,6/8/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,50-59,M,BLK,AGGRAVATED - HANDGUN,6,3,19,SIDEWALK
JE258857,6/8/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,30-39,M,BLK,AGGRAVATED - HANDGUN,6,3,19,STREET
JE258857,6/8/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,30-39,M,BLK,AGGRAVATED - HANDGUN,6,3,19,STREET
JE258857,6/8/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,40-49,M,BLK,AGGRAVATED - HANDGUN,6,3,19,STREET
JE258934,6/8/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,30-39,F,BLK,AGGRAVATED - HANDGUN,6,3,20,STREET
JE259127,6/9/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,734,20-29,M,BLK,AGGRAVATED - HANDGUN,6,4,1,STREET
JE260215,6/9/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,20-29,M,BLK,AGGRAVATED - HANDGUN,6,4,22,SIDEWALK
JE260215,6/9/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,50-59,M,BLK,AGGRAVATED - HANDGUN,6,4,22,SIDEWALK
JE260485,6/10/21,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1132,50-59,M,BLK,AGGRAVATED - HANDGUN,6,5,7,STREET
JE261418,6/10/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,20-29,F,BLK,AGGRAVATED - HANDGUN,6,5,21,RESTAURANT
JE261547,6/11/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,60-69,M,BLK,AGGRAVATED - HANDGUN,6,6,0,SIDEWALK
JE262204,6/11/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,734,20-29,M,BLK,AGGRAVATED - HANDGUN,6,6,15,RESIDENCE - PORCH / HALLWAY
JE262851,6/12/21,BATTERY,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,30-39,M,BLK,AGGRAVATED - HANDGUN,6,7,2,STREET
JE262851,6/12/21,BATTERY,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,30-39,F,BLK,AGGRAVATED - HANDGUN,6,7,2,STREET
JE262851,6/12/21,BATTERY,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,20-29,M,BLK,AGGRAVATED - HANDGUN,6,7,2,STREET
JE262851,6/12/21,BATTERY,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,20-29,M,BLK,AGGRAVATED - HANDGUN,6,7,2,STREET
JE262851,6/12/21,BATTERY,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,20-29,M,BLK,AGGRAVATED - HANDGUN,6,7,2,STREET
JE262851,6/12/21,BATTERY,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,30-39,M,BLK,AGGRAVATED - HANDGUN,6,7,2,STREET
JE262851,6/12/21,BATTERY,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,20-29,M,BLK,AGGRAVATED - HANDGUN,6,7,2,STREET
JE262851,6/12/21,BATTERY,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,40-49,M,BLK,AGGRAVATED - HANDGUN,6,7,2,STREET
JE262851,6/12/21,BATTERY,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,40-49,M,BLK,AGGRAVATED - HANDGUN,6,7,2,STREET
JE263528,6/12/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1024,0-19,M,BLK,AGGRAVATED - HANDGUN,6,7,16,ALLEY
JE263528,6/12/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1024,0-19,M,BLK,AGGRAVATED - HANDGUN,6,7,16,ALLEY
JE263980,6/13/21,BATTERY,BATTERY,YES,WEST GARFIELD PARK,UCAN North Lawndale | READI 60624 | INVC West Garfield Park,4,11,1133,40-49,M,BLK,AGGRAVATED - HANDGUN,6,1,1,STREET
JE263980,6/13/21,BATTERY,BATTERY,YES,WEST GARFIELD PARK,UCAN North Lawndale | READI 60624 | INVC West Garfield Park,4,11,1133,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,1,STREET
JE263994,6/13/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,726,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,1,STREET
JE264032,6/13/21,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1132,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,2,STREET
JE264094,6/13/21,BATTERY,BATTERY,YES,ENGLEWOOD,READI 60621 | Public Equity Englewood,1,7,733,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,4,SIDEWALK
JE264978,6/13/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,0-19,F,BLK,AGGRAVATED - HANDGUN,6,1,23,SIDEWALK
JE264978,6/13/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,40-49,M,BLK,AGGRAVATED - HANDGUN,6,1,23,SIDEWALK
JE265031,6/14/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,734,20-29,M,BLK,AGGRAVATED - HANDGUN,6,2,0,ALLEY
JE265208,6/14/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1132,20-29,M,BLK,AGGRAVATED - HANDGUN,6,2,3,SIDEWALK
JE265651,6/14/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,0-19,M,BLK,AGGRAVATED - HANDGUN,6,2,14,SIDEWALK
JE265819,6/14/21,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,20-29,M,BLK,AGGRAVATED - HANDGUN,6,2,16,VACANT LOT / LAND
JE265819,6/14/21,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,20-29,M,BLK,AGGRAVATED - HANDGUN,6,2,16,VACANT LOT / LAND
JE265819,6/14/21,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,20-29,M,BLK,AGGRAVATED - HANDGUN,6,2,16,VACANT LOT / LAND
JE266127,6/14/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,722,30-39,M,BLK,AGGRAVATED - HANDGUN,6,2,19,STREET
JE266194,6/14/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,732,40-49,M,BLK,AGGRAVATED - HANDGUN,6,2,19,STREET
JE266194,6/14/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,732,30-39,M,BLK,AGGRAVATED - HANDGUN,6,2,19,STREET
JE266232,6/14/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,0-19,M,BLK,AGGRAVATED - HANDGUN,6,2,20,STREET
JE266232,6/14/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,20-29,M,BLK,AGGRAVATED - HANDGUN,6,2,20,STREET
JE266345,6/14/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC West Garfield Park,4,11,1131,30-39,M,WWH,AGGRAVATED - HANDGUN,6,2,23,STREET
JE267449,6/15/21,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,30-39,M,BLK,AGGRAVATED - HANDGUN,6,3,21,SIDEWALK
JE267449,6/15/21,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,30-39,M,BLK,AGGRAVATED - HANDGUN,6,3,21,SIDEWALK
JE267449,6/15/21,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,40-49,M,BLK,AGGRAVATED - HANDGUN,6,3,21,SIDEWALK
JE267449,6/15/21,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,20-29,F,BLK,AGGRAVATED - HANDGUN,6,3,21,SIDEWALK
JE267449,6/15/21,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,30-39,M,BLK,AGGRAVATED - HANDGUN,6,3,21,SIDEWALK
JE269941,6/17/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631,1,7,713,20-29,M,BLK,AGGRAVATED - HANDGUN,6,5,22,STREET
JE269975,6/17/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,714,30-39,M,BLK,AGGRAVATED - HANDGUN,6,5,23,SIDEWALK
JE270002,6/17/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631,1,7,713,30-39,M,BLK,AGGRAVATED - HANDGUN,6,5,20,STREET
JE270069,6/18/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,714,40-49,M,BLK,AGGRAVATED - HANDGUN,6,6,1,SIDEWALK
JE270069,6/18/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,714,50-59,M,BLK,AGGRAVATED - HANDGUN,6,6,1,SIDEWALK
JE271379,6/19/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,734,50-59,M,BLK,AGGRAVATED - HANDGUN,6,7,2,RESIDENCE
JE272678,6/20/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1014,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,3,SIDEWALK
JE272804,6/20/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,2,6,623,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,6,STREET
JE272805,6/20/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,20-29,M,BLK,AGGRAVATED - HANDGUN,6,1,6,STREET
JE272830,6/20/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,20-29,M,BLK,AGGRAVATED - HANDGUN,6,1,5,SIDEWALK
JE273732,6/20/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,735,30-39,M,BLK,AGGRAVATED - HANDGUN,6,1,23,VEHICLE NON-COMMERCIAL
JE274985,6/21/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,734,40-49,M,BLK,AGGRAVATED - HANDGUN,6,2,23,SIDEWALK
JE275608,6/22/21,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,231,0-19,M,BLK,AGGRAVATED - HANDGUN,6,3,14,STREET
JE276478,6/23/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,40-49,M,BLK,AGGRAVATED - HANDGUN,6,4,8,RESIDENCE
JE277153,6/23/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,20-29,M,BLK,AGGRAVATED - HANDGUN,6,4,17,RESIDENCE - YARD (FRONT / BACK)
JE277352,6/23/21,BATTERY,BATTERY,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,30-39,M,BLK,AGGRAVATED - HANDGUN,6,4,21,STREET
JE277352,6/23/21,BATTERY,BATTERY,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,20-29,M,BLK,AGGRAVATED - HANDGUN,6,4,21,STREET
JE277352,6/23/21,BATTERY,BATTERY,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,20-29,M,BLK,AGGRAVATED - HANDGUN,6,4,21,STREET
JE277352,6/23/21,BATTERY,BATTERY,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,0-19,F,BLK,AGGRAVATED - HANDGUN,6,4,21,STREET
JE277363,6/23/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,READI 60621 | Public Equity Englewood,1,7,731,60-69,M,BLK,AGGRAVATED - HANDGUN,6,4,21,BAR OR TAVERN
JE277363,6/23/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,READI 60621 | Public Equity Englewood,1,7,731,40-49,M,BLK,AGGRAVATED - HANDGUN,6,4,21,BAR OR TAVERN
JE277363,6/23/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,READI 60621 | Public Equity Englewood,1,7,731,50-59,M,BLK,AGGRAVATED - HANDGUN,6,4,21,BAR OR TAVERN
JE277363,6/23/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,READI 60621 | Public Equity Englewood,1,7,731,50-59,M,BLK,AGGRAVATED - HANDGUN,6,4,21,BAR OR TAVERN
JE277544,6/23/21,BATTERY,BATTERY,YES,ENGLEWOOD,READI 60621,1,7,711,20-29,M,BLK,AGGRAVATED - HANDGUN,6,4,23,VEHICLE NON-COMMERCIAL
JE278012,6/24/21,BATTERY,BATTERY,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,20-29,M,WWH,AGGRAVATED - HANDGUN,6,5,13,SIDEWALK
JE278543,6/24/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1532,30-39,M,BLK,AGGRAVATED - HANDGUN,6,5,21,STREET
JE278543,6/24/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1532,30-39,M,BLK,AGGRAVATED - HANDGUN,6,5,21,STREET
JE279537,6/25/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,50-59,F,BLK,AGGRAVATED - HANDGUN,6,6,20,SIDEWALK
JE279604,6/25/21,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,20-29,M,BLK,AGGRAVATED - HANDGUN,6,6,22,ALLEY
JE279654,6/25/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,20-29,M,BLK,AGGRAVATED - HANDGUN,6,6,22,OTHER (SPECIFY)
JE279660,6/25/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,20-29,F,BLK,AGGRAVATED - HANDGUN,6,6,23,SIDEWALK
JE279660,6/25/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,20-29,F,BLK,AGGRAVATED - HANDGUN,6,6,23,SIDEWALK
JE279660,6/25/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,30-39,M,BLK,AGGRAVATED - HANDGUN,6,6,23,SIDEWALK
JE279660,6/25/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,30-39,M,BLK,AGGRAVATED - HANDGUN,6,6,23,SIDEWALK
JE279820,6/25/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,726,0-19,M,WWH,AGGRAVATED - HANDGUN,6,6,3,STREET
HH538545,7/2/02,HOMICIDE,HOMICIDE,NO,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,713,30-39,M,BLK,FIRST DEGREE MURDER,7,3,3,STREET
JE279820,6/25/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,726,20-29,M,WWH,AGGRAVATED - HANDGUN,6,6,3,STREET
