CASE_NUMBER,DATE,VICTIMIZATION_PRIMARY,INCIDENT_PRIMARY,GUNSHOT_INJURY_I,COMMUNITY_AREA,STREET_OUTREACH_ORGANIZATION,AREA,DISTRICT,BEAT,AGE,SEX,RACE,VICTIMIZATION_IUCR_SECONDARY,MONTH,DAY_OF_WEEK,HOUR,LOCATION_DESCRIPTION
JG241702,4/29/23,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,30-39,M,BLK,FIRST DEGREE MURDER,4,7,12,STREET
HZ193386,3/19/16,BATTERY,BATTERY,YES,AUSTIN,INVC Austin,4,15,1511,20-29,F,BLK,AGGRAVATED - HANDGUN,3,7,15,STREET
JG191200,3/19/23,BATTERY,BATTERY,YES,SOUTH SHORE,Claretian Associates South Shore,2,4,421,20-29,M,BLK,AGGRAVATED - HANDGUN,3,1,14,RESIDENCE
JG166441,2/26/23,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,30-39,M,BLK,AGGRAVATED - HANDGUN,2,1,10,APARTMENT
HZ110692,1/10/16,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | Together Chicago East Garfield Park | Breakthrough East Garfield Park,4,11,1135,UNKNOWN,UNKNOWN,UNKNOWN,AGGRAVATED - HANDGUN,1,1,12,STREET
HS465732,8/16/10,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,30-39,M,BLK,FIRST DEGREE MURDER,8,2,16,STREET
JF374055,8/28/22,BATTERY,BATTERY,YES,SOUTH SHORE,Claretian Associates South Shore,1,3,331,60-69,M,BLK,AGGRAVATED - HANDGUN,8,1,19,STREET
JG196824,3/23/23,BATTERY,BATTERY,YES,SOUTH SHORE,Claretian Associates South Shore,1,3,334,30-39,M,BLK,AGGRAVATED - HANDGUN,3,5,20,GAS STATION
JC335335,7/5/19,HOMICIDE,HOMICIDE,YES,AUSTIN,INVC Austin,4,15,1531,30-39,M,BLK,FIRST DEGREE MURDER,7,6,2,STREET
JG199405,3/26/23,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,4,11,1124,30-39,M,BLK,FIRST DEGREE MURDER,3,1,5,ALLEY
JF241207,5/13/22,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,734,0-19,M,BLK,FIRST DEGREE MURDER,5,6,19,STREET
JF400441,9/18/22,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1512,20-29,M,BLK,FIRST DEGREE MURDER,9,1,3,STREET
HY335962,7/11/15,BATTERY,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,3,STREET
JD366057,9/13/20,BATTERY,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,713,60-69,M,BLK,AGGRAVATED - HANDGUN,9,1,15,STREET
JD366057,9/13/20,BATTERY,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,713,0-19,M,BLK,AGGRAVATED - HANDGUN,9,1,15,STREET
JF281025,6/15/22,HOMICIDE,HOMICIDE,YES,AUSTIN,INVC Austin,5,25,2532,40-49,M,BLK,FIRST DEGREE MURDER,6,4,18,STREET
JE309374,7/21/21,BATTERY,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,18,ALLEY
JE309374,7/21/21,BATTERY,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,18,ALLEY
JE309374,7/21/21,BATTERY,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,18,ALLEY
JF356629,8/14/22,ROBBERY,ROBBERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1133,50-59,M,BLK,ATTEMPT ARMED - HANDGUN,8,1,16,STREET
JA433129,9/15/17,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale,4,11,1135,30-39,M,BLK,AGGRAVATED - HANDGUN,9,6,23,APARTMENT
JG122490,1/19/23,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,726,40-49,M,BLK,AGGRAVATED - HANDGUN,1,5,20,STREET
JE491212,12/28/21,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,30-39,M,BLK,AGGRAVATED - HANDGUN,12,3,16,GAS STATION
JD433416,11/16/20,BATTERY,BATTERY,YES,SOUTH SHORE,Claretian Associates South Shore,1,3,332,20-29,M,BLK,AGGRAVATED - HANDGUN,11,2,21,PARKING LOT / GARAGE (NON RESIDENTIAL)
JG205378,3/30/23,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1532,20-29,F,BLK,AGGRAVATED - HANDGUN,3,5,22,STREET
JG205699,3/31/23,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,30-39,F,BLK,FIRST DEGREE MURDER,3,6,9,BARBER SHOP/BEAUTY SALON
JD250335,6/1/20,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,734,20-29,M,BLK,AGGRAVATED - HANDGUN,6,2,21,SIDEWALK
HZ118245,1/16/16,BATTERY,BATTERY,YES,AUSTIN,INVC Austin,5,25,2532,20-29,M,BLK,AGGRAVATED - HANDGUN,1,7,19,SIDEWALK
HZ118245,1/16/16,BATTERY,BATTERY,YES,AUSTIN,INVC Austin,5,25,2532,20-29,M,BLK,AGGRAVATED - HANDGUN,1,7,19,SIDEWALK
HZ118245,1/16/16,BATTERY,BATTERY,YES,AUSTIN,INVC Austin,5,25,2532,50-59,F,BLK,AGGRAVATED - HANDGUN,1,7,19,SIDEWALK
JG207459,4/1/23,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,714,20-29,M,BLK,AGGRAVATED - HANDGUN,4,7,17,STREET
JG206776,4/1/23,BATTERY,BATTERY,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,3,12,1222,40-49,M,BLK,AGGRAVATED - HANDGUN,4,7,2,APARTMENT
JG206745,4/1/23,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,UCAN North Lawndale | READI 60624 | INVC West Garfield Park,4,11,1132,30-39,M,BLK,FIRST DEGREE MURDER,4,7,1,STREET
JG207804,4/1/23,HOMICIDE,HOMICIDE,NO,NORTH LAWNDALE,UCAN North Lawndale,4,11,1134,30-39,M,BLK,FIRST DEGREE MURDER,4,7,23,STREET
JG206776,4/1/23,BATTERY,BATTERY,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,3,12,1222,30-39,F,BLK,AGGRAVATED - HANDGUN,4,7,2,APARTMENT
JG247784,5/4/23,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1133,50-59,M,BLK,AGGRAVATED - HANDGUN,5,5,14,SIDEWALK
JE370394,9/12/21,BATTERY,HOMICIDE,YES,EAST GARFIELD PARK,Together Chicago East Garfield Park | Breakthrough East Garfield Park,4,11,1135,40-49,M,BLK,AGGRAVATED - HANDGUN,9,1,4,STREET
JD390811,10/6/20,BATTERY,BATTERY,YES,SOUTH SHORE,Claretian Associates South Shore,1,3,332,20-29,M,BLK,AGGRAVATED - HANDGUN,10,3,16,STREET
JE441653,11/11/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,0-19,M,BLK,AGGRAVATED - HANDGUN,11,5,13,GAS STATION
JG216683,4/9/23,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1021,20-29,M,BLK,AGGRAVATED - HANDGUN,4,1,15,SIDEWALK
JG177458,3/7/23,HOMICIDE,HOMICIDE,YES,SOUTH SHORE,Claretian Associates South Shore,2,4,421,20-29,M,BLK,FIRST DEGREE MURDER,3,3,16,ALLEY
JF407807,9/23/22,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,725,40-49,M,BLK,FIRST DEGREE MURDER,9,6,15,YARD
JE309442,7/21/21,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,0-19,M,BLK,AGGRAVATED - HANDGUN,7,4,18,STREET
JG210438,4/4/23,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,711,30-39,F,BLK,FIRST DEGREE MURDER,4,3,21,HOUSE
JG247676,5/4/23,ROBBERY,ROBBERY,YES,SOUTH SHORE,Claretian Associates South Shore,2,4,421,30-39,M,WHI,AGGRAVATED,5,5,12,RESIDENCE
JG248385,5/4/23,BATTERY,BATTERY,YES,WEST GARFIELD PARK,UCAN North Lawndale | READI 60624 | INVC West Garfield Park,4,11,1132,30-39,F,BLK,AGGRAVATED - HANDGUN,5,5,21,STREET
HZ123801,1/21/16,BATTERY,HOMICIDE,YES,AUSTIN,READI 60644,4,11,1111,20-29,M,BLK,AGGRAVATED - HANDGUN,1,5,19,STREET
JG249599,5/5/23,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,20-29,M,BLK,FIRST DEGREE MURDER,5,6,21,STREET
JG171194,3/2/23,HOMICIDE,HOMICIDE,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1132,20-29,M,BLK,FIRST DEGREE MURDER,3,5,10,STREET
JD286462,7/5/20,BATTERY,BATTERY,YES,AUSTIN,INVC Austin,5,25,2531,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,3,STREET
JG216945,4/9/23,BATTERY,BATTERY,YES,RIVERDALE,UCAN Riverdale,2,5,533,40-49,M,BLK,AGGRAVATED - HANDGUN,4,1,20,SIDEWALK
JG216668,4/9/23,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,20-29,M,BLK,AGGRAVATED - HANDGUN,4,1,15,STREET
HZ124078,1/22/16,ROBBERY,ROBBERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1134,20-29,M,BLK,ARMED - HANDGUN,1,6,3,STREET
JG249756,5/6/23,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1021,20-29,F,BLK,AGGRAVATED - HANDGUN,5,7,0,STREET
HZ127899,1/25/16,BATTERY,BATTERY,YES,EAST GARFIELD PARK,Together Chicago East Garfield Park | Breakthrough East Garfield Park,4,11,1135,50-59,M,BLK,AGGRAVATED - HANDGUN,1,2,10,STREET
HZ128318,1/25/16,BATTERY,BATTERY,YES,RIVERDALE,UCAN Riverdale,2,5,533,20-29,M,BLK,AGGRAVATED - HANDGUN,1,2,15,STREET
JE173701,3/19/21,BATTERY,HOMICIDE,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,3,12,1222,0-19,M,BLK,AGGRAVATED - HANDGUN,3,6,18,AUTO
JE173701,3/19/21,BATTERY,HOMICIDE,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,3,12,1222,20-29,F,BLK,AGGRAVATED - HANDGUN,3,6,18,AUTO
HZ299076,6/8/16,BATTERY,BATTERY,YES,AUSTIN,INVC Austin,4,15,1511,30-39,M,BLK,AGGRAVATED - HANDGUN,6,4,18,SIDEWALK
JG248142,5/4/23,BATTERY,BATTERY,YES,RIVERDALE,UCAN Riverdale,2,5,533,60-69,F,BLK,AGGRAVATED - HANDGUN,5,5,17,RESIDENCE
JG249756,5/6/23,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623 | CRED West Side,4,10,1021,20-29,M,BLK,AGGRAVATED - HANDGUN,5,7,0,STREET
JG249774,5/6/23,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1513,20-29,M,BLK,AGGRAVATED - HANDGUN,5,7,1,STREET
JG250866,5/7/23,ROBBERY,ROBBERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,713,50-59,M,WWH,ARMED - HANDGUN,5,1,0,ALLEY
JG218351,4/10/23,BATTERY,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,50-59,F,BLK,AGGRAVATED - HANDGUN,4,2,20,STREET
JG251753,5/7/23,BATTERY,BATTERY,YES,SOUTH SHORE,Claretian Associates South Shore,1,3,331,40-49,M,BLK,AGGRAVATED - HANDGUN,5,1,20,STREET
JG251467,5/7/23,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,20-29,M,BLK,FIRST DEGREE MURDER,5,1,15,STREET
JG252702,5/8/23,BATTERY,BATTERY,YES,SOUTH SHORE,Claretian Associates South Shore,1,3,334,20-29,F,BLK,AGGRAVATED - HANDGUN,5,2,14,STREET
JG218351,4/10/23,HOMICIDE,HOMICIDE,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1522,0-19,F,BLK,FIRST DEGREE MURDER,4,2,20,STREET
JG253294,5/8/23,BATTERY,BATTERY,YES,SOUTH SHORE,Claretian Associates South Shore,1,3,331,0-19,M,BLK,AGGRAVATED - HANDGUN,5,2,22,APARTMENT
JD296458,7/13/20,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,711,40-49,F,BLK,AGGRAVATED - HANDGUN,7,2,20,PARK PROPERTY
JD296458,7/13/20,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,711,40-49,M,BLK,AGGRAVATED - HANDGUN,7,2,20,PARK PROPERTY
JG253415,5/9/23,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,232,0-19,M,BLK,AGGRAVATED - HANDGUN,5,3,5,STREET
JG254421,5/9/23,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,0-19,M,BLK,AGGRAVATED - HANDGUN,5,3,19,STREET
JG253899,5/9/23,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,722,30-39,F,BLK,AGGRAVATED - HANDGUN,5,3,13,STREET
JG253899,5/9/23,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,722,50-59,M,BLK,AGGRAVATED - HANDGUN,5,3,13,STREET
JG254484,5/9/23,BATTERY,BATTERY,YES,RIVERDALE,UCAN Riverdale,2,5,533,30-39,M,BLK,AGGRAVATED - HANDGUN,5,3,20,STREET
JG254552,5/9/23,HOMICIDE,HOMICIDE,YES,AUSTIN,INVC Austin,5,25,2532,0-19,M,BLK,FIRST DEGREE MURDER,5,3,21,ALLEY
JG253346,5/9/23,BATTERY,BATTERY,YES,SOUTH SHORE,Claretian Associates South Shore,1,3,331,40-49,M,BLK,AGGRAVATED - HANDGUN,5,3,1,SIDEWALK
JG254484,5/9/23,BATTERY,BATTERY,YES,RIVERDALE,UCAN Riverdale,2,5,533,30-39,M,BLK,AGGRAVATED - HANDGUN,5,3,20,STREET
HY402725,8/29/15,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,713,40-49,M,BLK,FIRST DEGREE MURDER,8,7,23,STREET
JG255518,5/10/23,BATTERY,BATTERY,YES,ENGLEWOOD,READI 60621,1,7,711,20-29,M,BLK,AGGRAVATED - HANDGUN,5,4,16,STREET
JG255818,5/10/23,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale,4,11,1134,30-39,M,BLK,AGGRAVATED - HANDGUN,5,4,20,STREET
JG252313,5/8/23,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,20-29,F,BLK,AGGRAVATED - HANDGUN,5,2,9,STREET
JG252313,5/8/23,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1115,30-39,M,BLK,AGGRAVATED - HANDGUN,5,2,9,STREET
JG254680,5/10/23,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,713,20-29,M,BLK,AGGRAVATED - HANDGUN,5,4,0,SIDEWALK
JF457168,10/31/22,BATTERY,HOMICIDE,YES,EAST GARFIELD PARK,UCAN North Lawndale | Together Chicago East Garfield Park | Breakthrough East Garfield Park,4,11,1135,50-59,M,BLK,AGGRAVATED - HANDGUN,10,2,21,STREET
JD331511,8/13/20,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,0-19,M,BLK,AGGRAVATED - HANDGUN,8,5,21,RESIDENCE - PORCH / HALLWAY
JD331511,8/13/20,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,20-29,M,BLK,AGGRAVATED - HANDGUN,8,5,21,RESIDENCE - PORCH / HALLWAY
JD438123,11/21/20,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,726,20-29,M,BLK,AGGRAVATED - HANDGUN,11,7,18,STREET
JD438123,11/21/20,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,726,30-39,F,BLK,AGGRAVATED - HANDGUN,11,7,18,STREET
JG256765,5/11/23,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,726,20-29,M,BLK,AGGRAVATED - HANDGUN,5,5,15,SIDEWALK
JG257035,5/11/23,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,30-39,M,BLK,AGGRAVATED - HANDGUN,5,5,18,SIDEWALK
JG257066,5/11/23,BATTERY,BATTERY,YES,AUSTIN,INVC Austin,5,25,2532,30-39,M,BLK,AGGRAVATED - HANDGUN,5,5,18,STREET
JG257035,5/11/23,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,30-39,M,BLK,AGGRAVATED - HANDGUN,5,5,18,SIDEWALK
JE157915,3/3/21,ROBBERY,ROBBERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1114,40-49,M,WHI,ATTEMPT ARMED - HANDGUN,3,4,13,STREET
JF260490,5/29/22,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1022,UNKNOWN,UNKNOWN,UNKNOWN,AGGRAVATED - HANDGUN,5,1,21,STREET
JF329236,7/24/22,BATTERY,HOMICIDE,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1134,40-49,M,BLK,AGGRAVATED - HANDGUN,7,1,3,PARKING LOT
JG257405,5/12/23,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,726,30-39,F,BLK,FIRST DEGREE MURDER,5,6,0,PORCH
JG250768,5/6/23,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,733,40-49,F,BLK,FIRST DEGREE MURDER,5,7,22,AUTO
JG243075,4/30/23,HOMICIDE,HOMICIDE,NO,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,40-49,M,BLK,FIRST DEGREE MURDER,4,1,16,HOUSE
JG248390,5/4/23,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624,4,11,1133,30-39,M,BLK,AGGRAVATED - HANDGUN,5,5,21,SIDEWALK
JG242242,4/29/23,ROBBERY,ROBBERY,YES,WEST ENGLEWOOD,READI 60631,1,7,713,30-39,M,BLK,ATTEMPT ARMED - HANDGUN,4,7,21,ALLEY
JG258493,5/12/23,HOMICIDE,HOMICIDE,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,724,30-39,M,BLK,FIRST DEGREE MURDER,5,6,20,APARTMENT
JG259759,5/13/23,BATTERY,BATTERY,YES,AUSTIN,READI 60644,4,15,1533,20-29,M,BLK,AGGRAVATED - HANDGUN,5,7,23,STREET
JG259829,5/13/23,BATTERY,BATTERY,YES,SOUTH SHORE,Claretian Associates South Shore,1,3,334,40-49,M,BLK,AGGRAVATED - HANDGUN,5,7,22,STREET
JF444148,10/22/22,BATTERY,BATTERY,YES,ENGLEWOOD,READI 60621,1,7,711,0-19,M,BLK,AGGRAVATED - HANDGUN,10,7,6,STREET
JG190624,3/18/23,BATTERY,BATTERY,YES,SOUTH SHORE,Claretian Associates South Shore,1,3,334,20-29,M,BLK,AGGRAVATED - HANDGUN,3,7,21,RESTAURANT
JG259709,5/13/23,HOMICIDE,HOMICIDE,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60624,4,11,1133,20-29,M,BLK,FIRST DEGREE MURDER,5,7,22,STREET
JD308627,7/24/20,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,20-29,M,BLK,AGGRAVATED - HANDGUN,7,6,17,GAS STATION
JD308627,7/24/20,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621,1,7,712,20-29,M,BLK,AGGRAVATED - HANDGUN,7,6,17,GAS STATION
JE206171,4/21/21,BATTERY,BATTERY,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,30-39,M,BLK,AGGRAVATED - HANDGUN,4,4,20,RESIDENCE - YARD (FRONT / BACK)
JE219686,5/4/21,BATTERY,BATTERY,YES,GREATER GRAND CROSSING,READI 60621 | Public Equity Englewood,1,7,731,30-39,F,WBH,AGGRAVATED - HANDGUN,5,3,17,APARTMENT
JF209050,4/15/22,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,723,0-19,M,BLK,AGGRAVATED - HANDGUN,4,6,16,STREET
JG262998,5/16/23,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,714,40-49,M,BLK,FIRST DEGREE MURDER,5,3,16,STREET
JG262200,5/16/23,BATTERY,BATTERY,YES,AUSTIN,Together Chicago Austin | READI 60644 | INVC Austin,4,15,1532,40-49,M,BLK,AGGRAVATED - HANDGUN,5,3,1,RESIDENCE
JG263203,5/16/23,HOMICIDE,HOMICIDE,YES,EAST GARFIELD PARK,Breakthrough East Garfield Park,4,11,1124,40-49,F,BLK,FIRST DEGREE MURDER,5,3,18,STREET
JG263156,5/16/23,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,0-19,M,BLK,AGGRAVATED - HANDGUN,5,3,17,SIDEWALK
JG263156,5/16/23,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1122,0-19,M,BLK,AGGRAVATED - HANDGUN,5,3,17,SIDEWALK
JG263088,5/16/23,BATTERY,BATTERY,YES,SOUTH SHORE,Claretian Associates South Shore,1,3,332,30-39,M,BLK,AGGRAVATED - HANDGUN,5,3,16,SIDEWALK
JG137081,2/1/23,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631,1,7,715,20-29,M,BLK,FIRST DEGREE MURDER,2,4,13,STREET
JG258334,5/12/23,BATTERY,BATTERY,YES,EAST GARFIELD PARK,UCAN North Lawndale | READI 60624 | Breakthrough East Garfield Park,4,11,1134,30-39,M,BLK,AGGRAVATED - HANDGUN,5,6,17,SIDEWALK
JG264383,5/17/23,BATTERY,BATTERY,YES,AUSTIN,INVC Austin,4,15,1511,20-29,M,BLK,AGGRAVATED - HANDGUN,5,4,16,SIDEWALK
JG264184,5/17/23,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,323,30-39,M,BLK,FIRST DEGREE MURDER,5,4,14,STREET
JG249623,5/5/23,HOMICIDE,HOMICIDE,YES,WEST ENGLEWOOD,TADC West Englewood | READI 60631 | Public Equity West Englewood,1,7,735,20-29,M,BLK,FIRST DEGREE MURDER,5,6,21,PARKING LOT
JG262215,5/16/23,BATTERY,BATTERY,YES,RIVERDALE,UCAN Riverdale,2,5,533,40-49,M,BLK,AGGRAVATED - HANDGUN,5,3,1,RESIDENCE
JG264876,5/18/23,BATTERY,BATTERY,YES,WASHINGTON PARK,Acclivus Washington Park,1,2,231,30-39,M,BLK,AGGRAVATED - HANDGUN,5,5,0,SIDEWALK
JG265832,5/18/23,BATTERY,BATTERY,YES,WEST ENGLEWOOD,READI 60631 | Public Equity West Englewood,1,7,713,40-49,M,BLK,AGGRAVATED - HANDGUN,5,5,18,SIDEWALK
JG257079,5/11/23,HOMICIDE,HOMICIDE,YES,GREATER GRAND CROSSING,Acclivus Greater Grand Crossing,1,3,322,20-29,M,BLK,FIRST DEGREE MURDER,5,5,18,STREET
JG267060,5/19/23,HOMICIDE,HOMICIDE,YES,RIVERDALE,UCAN Riverdale,2,5,533,20-29,M,BLK,FIRST DEGREE MURDER,5,6,17,STREET
JG267377,5/19/23,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,20-29,M,BLK,AGGRAVATED - HANDGUN,5,6,23,SIDEWALK
JG267377,5/19/23,BATTERY,BATTERY,YES,NORTH LAWNDALE,UCAN North Lawndale | READI 60623,4,10,1011,30-39,M,BLK,AGGRAVATED - HANDGUN,5,6,23,SIDEWALK
JG266266,5/19/23,BATTERY,BATTERY,YES,EAST GARFIELD PARK,READI 60624 | Breakthrough East Garfield Park,4,11,1123,30-39,M,BLK,AGGRAVATED - HANDGUN,5,6,5,SIDEWALK
JD425636,11/9/20,HOMICIDE,HOMICIDE,NO,AUSTIN,READI 60644 | INVC Austin,4,15,1533,30-39,F,BLK,FIRST DEGREE MURDER,11,2,2,HOUSE
JG267036,5/19/23,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,712,20-29,M,BLK,AGGRAVATED - HANDGUN,5,6,17,ABANDONED BUILDING
JD385346,10/1/20,BATTERY,BATTERY,YES,WEST GARFIELD PARK,READI 60624 | INVC West Garfield Park,4,11,1133,20-29,M,BLK,AGGRAVATED - HANDGUN,10,5,15,STREET
JD372029,9/19/20,BATTERY,BATTERY,YES,AUSTIN,READI 60644 | INVC Austin,4,15,1533,0-19,UNKNOWN,UNKNOWN,AGGRAVATED - HANDGUN,9,7,2,ALLEY
JD293404,7/11/20,BATTERY,BATTERY,YES,NORTH LAWNDALE,READI 60623,4,10,1013,30-39,M,BLK,AGGRAVATED - HANDGUN,7,7,1,ALLEY
JG269432,5/21/23,BATTERY,BATTERY,YES,ENGLEWOOD,TADC Englewood | READI 60621 | Public Equity Englewood,1,7,722,20-29,M,BLK,AGGRAVATED - HANDGUN,5,1,14,SIDEWALK
